Potential (V),Current (A)
-1.79972791671753,-0.0000400477183575276
-1.80215799808502,-0.0000403094418288674
-1.80718338489532,-0.0000406939652748406
-1.81225061416626,-0.0000411761575378478
-1.81718158721924,-0.0000415898866776843
-1.82215893268585,-0.0000421699514845386
-1.8271871805191,-0.0000426916849392001
-1.83219873905182,-0.00004314267062
-1.83714652061462,-0.0000436362788605038
-1.84209418296814,-0.000044183929276187
-1.8471554517746,-0.0000446758640464395
-1.85216903686523,-0.0000451719643024262
-1.85716903209686,-0.000045706383389188
-1.86211538314819,-0.0000463094984297641
-1.8671168088913,-0.0000469460792373866
-1.8721696138382,-0.0000474862899864092
-1.87713634967804,-0.000048173973482335
-1.88208162784576,-0.000048627578507876
-1.88711547851563,-0.0000492212566314265
-1.89212465286255,-0.0000499037123518065
-1.8971346616745,-0.0000504923809785396
-1.9021418094635,-0.0000512578772031702
-1.9071216583252,-0.0000517854605277535
-1.91210973262787,-0.0000524734641658142
-1.91710889339447,-0.0000531680234416854
-1.92208254337311,-0.0000539541397301946
-1.9271342754364,-0.0000547047820873559
-1.9321825504303,-0.000055295091442531
-1.93719053268433,-0.0000560873704671394
-1.94210982322693,-0.0000567657443752978
-1.94708752632141,-0.0000574750556552317
-1.95216143131256,-0.0000583608016313519
-1.95708131790161,-0.0000592079450143501
-1.96208167076111,-0.0000599032609898131
-1.96709442138672,-0.0000606515131948981
-1.97211456298828,-0.0000615917015238665
-1.97711861133575,-0.0000625693064648658
-1.98212623596191,-0.00006336656952044
-1.9871369600296,-0.0000640754151390865
-1.99213993549347,-0.0000652026428724639
-1.99704134464264,-0.0000659973084111698
-2.0020534992218,-0.0000669809232931584
-2.00710940361023,-0.000067994711571373
-2.01210689544678,-0.0000692274916218594
-2.01710987091064,-0.0000700877862982452
-2.02206254005432,-0.0000711975371814333
-2.02704501152039,-0.0000725624558981508
-2.03209447860718,-0.0000737897353246808
-2.03711843490601,-0.0000748434031265788
-2.04205226898193,-0.0000763609423302114
-2.04707980155945,-0.0000779663605499081
-2.05208015441895,-0.0000799294939497486
-2.05705738067627,-0.0000819025153759867
-2.0620756149292,-0.0000842773297335953
-2.06705570220947,-0.0000867538037709892
-2.07205677032471,-0.0000895716511877254
-2.07700204849243,-0.0000924683772609569
-2.08203363418579,-0.0000955649229581468
-2.08708882331848,-0.0000985848164418712
-2.09209609031677,-0.000101669400464743
-2.09706354141235,-0.000104556405858602
-2.10204148292542,-0.000107347463199403
-2.10706210136414,-0.000110044456960168
-2.11204361915588,-0.000112762281787582
-2.11703300476074,-0.000115249291411601
-2.12199711799622,-0.000117772171506658
-2.12705326080322,-0.00012019131827401
-2.13205885887146,-0.000122317462228239
-2.13709473609924,-0.000124790996778756
-2.1420316696167,-0.000126945713418536
-2.14704275131226,-0.000129071966512129
-2.1520369052887,-0.00013116022455506
-2.15703535079956,-0.000133201785502024
-2.16205430030823,-0.000135349531774409
-2.16704630851746,-0.00013759036664851
-2.17204785346985,-0.000139742827741429
-2.17706441879272,-0.000141996933962218
-2.18202519416809,-0.00014438372454606
-2.18700265884399,-0.000146625345223583
-2.1920063495636,-0.000149357467307709
-2.19698643684387,-0.00015179134788923
-2.20198488235474,-0.000154347173520364
-2.20703363418579,-0.000157283982844092
-2.2120463848114,-0.000160466457600705
-2.21703314781189,-0.000163648510351777
-2.22206258773804,-0.000167197256814688
-2.22699213027954,-0.000171041348949075
-2.23201847076416,-0.000175124412635341
-2.23700904846191,-0.000179406008101068
-2.24197578430176,-0.000183913507498801
-2.24702835083008,-0.000188834179425612
-2.25203108787537,-0.000193948886590078
-2.25702810287476,-0.000199275353224948
-2.2620005607605,-0.000204829688300379
-2.26699161529541,-0.000210689177038148
-2.27199959754944,-0.000216633532545529
-2.2769980430603,-0.000222768445382826
-2.28198027610779,-0.000228961449465714
-2.28702569007874,-0.000235150146181695
-2.29201722145081,-0.000241614587139338
-2.29705667495728,-0.00024820031831041
-2.30200219154358,-0.00025497522437945
-2.30700993537903,-0.000261712120845914
-2.3120219707489,-0.000268801697529852
-2.3170223236084,-0.000275460013654083
-2.32195472717285,-0.00028224429115653
-2.32705068588257,-0.000289124378468841
-2.33203411102295,-0.000296114623779431
-2.33699417114258,-0.000302759348414838
-2.34199070930481,-0.000309214607113972
-2.34696388244629,-0.000315631914418191
-2.35197424888611,-0.000321723491651937
-2.35700392723084,-0.000327617075527087
-2.36200928688049,-0.000333420292008668
-2.36701583862305,-0.000338815298164263
-2.37196207046509,-0.000344087253324687
-2.37698936462402,-0.000348815170582384
-2.38195061683655,-0.000353520445059985
-2.38695120811462,-0.000358137884177268
-2.39197707176209,-0.000362793478416279
-2.39699506759644,-0.000367429660400376
-2.40191674232483,-0.000371859583538026
-2.40702629089355,-0.000376402429537848
-2.41202187538147,-0.00038128299638629
-2.41691827774048,-0.000385716615710408
-2.42195630073547,-0.000390264467569068
-2.42697072029114,-0.000395117123844102
-2.43200373649597,-0.000399993063183501
-2.43698596954346,-0.000404808379244059
