Potential (V),Current (A)
-1.79977381229401,-0.0000453049287898466
-1.80215096473694,-0.000045552420488093
-1.80717253684998,-0.0000461991439806297
-1.81219172477722,-0.0000468232319690287
-1.81717240810394,-0.0000473564141429961
-1.82214605808258,-0.0000479787631775253
-1.82719421386719,-0.0000486971839563921
-1.8322137594223,-0.0000493935440317728
-1.83715391159058,-0.0000499804846185725
-1.84214556217194,-0.0000507204822497442
-1.8471999168396,-0.0000512962724315003
-1.85212230682373,-0.0000520219728059601
-1.8571925163269,-0.0000527157717442606
-1.86208713054657,-0.000053392108384287
-1.86715126037598,-0.0000541894332855009
-1.87214517593384,-0.000055015323596308
-1.87713813781738,-0.0000558228821319062
-1.88207578659058,-0.0000566523958696052
-1.88714528083801,-0.0000575505473534577
-1.89217495918274,-0.0000584426961722784
-1.89717829227448,-0.0000593203549215104
-1.90212595462799,-0.0000601307401666418
-1.90714621543884,-0.0000611521390965208
-1.91214609146118,-0.0000621129584033042
-1.91711211204529,-0.00006289502925938
-1.92206633090973,-0.0000639104036963545
-1.92716610431671,-0.0000649881185381673
-1.93213737010956,-0.0000659896977595054
-1.93713903427124,-0.0000669974906486459
-1.94211411476135,-0.000068117311457172
-1.94711649417877,-0.0000692914400133304
-1.952152967453,-0.0000703680998412892
-1.95709156990051,-0.0000715740316081792
-1.96208846569061,-0.0000727973747416399
-1.96711027622223,-0.0000739284223527648
-1.97214066982269,-0.0000751134575693868
-1.97713530063629,-0.0000762960844440386
-1.98208117485046,-0.0000777042732806876
-1.98706591129303,-0.0000789693731348962
-1.99209344387054,-0.0000804457522463053
-1.99709117412567,-0.00008184410398826
-2.00207424163818,-0.0000832336736493744
-2.00715017318726,-0.0000846885377541184
-2.01210904121399,-0.0000862295928527601
-2.01710653305054,-0.0000877459824550897
-2.02211737632751,-0.0000892770403879695
-2.02707719802856,-0.0000910480666789226
-2.03210878372192,-0.0000931061513256282
-2.03706312179565,-0.0000951146939769387
-2.04206490516663,-0.0000972925627138466
-2.04708337783813,-0.0000995587397483177
-2.05206179618835,-0.000102238795079757
-2.05708527565002,-0.000105186831206083
-2.06208252906799,-0.000108548680145759
-2.06702756881714,-0.000112344678200316
-2.07208275794983,-0.00011689114762703
-2.07701992988586,-0.000121419165225234
-2.08204555511475,-0.000126265382277779
-2.08709526062012,-0.000130925211124122
-2.09210252761841,-0.000135606591356918
-2.09708619117737,-0.000140365344122984
-2.10208797454834,-0.000145055731991306
-2.10708618164063,-0.000149853483890183
-2.1120240688324,-0.000153980581671931
-2.11704230308533,-0.000158164839376695
-2.12204456329346,-0.000162482494488358
-2.12708854675293,-0.000166536992765032
-2.1320595741272,-0.000170527680893429
-2.13709712028503,-0.000174435597728007
-2.14202880859375,-0.000178475849679671
-2.14703106880188,-0.000182292904355563
-2.15207362174988,-0.000186006524018012
-2.15696716308594,-0.000189747224794701
-2.16202211380005,-0.000193546627997421
-2.16701650619507,-0.000197445013327524
-2.17201805114746,-0.000201571529032663
-2.17703032493591,-0.000205645206733607
-2.18205189704895,-0.000209667006856762
-2.18697953224182,-0.000214265528484248
-2.19204068183899,-0.00021895368990954
-2.19696974754334,-0.000223905590246432
-2.20199728012085,-0.000228944030823186
-2.2070209980011,-0.000234249237109907
-2.2120144367218,-0.000239855377003551
-2.21702790260315,-0.000245943549089134
-2.22204685211182,-0.000252328783972189
-2.22700452804565,-0.000259146123426035
-2.23199510574341,-0.000266115355771035
-2.23702478408813,-0.000273290788754821
-2.24193739891052,-0.000281064392765984
-2.24703812599182,-0.000289272458758205
-2.25202322006226,-0.000297532213153318
-2.25700736045837,-0.000305930356262252
-2.26198601722717,-0.000314664270263165
-2.26699924468994,-0.000323666026815772
-2.27204060554504,-0.000332918163621798
-2.27694368362427,-0.000342500046826899
-2.28193140029907,-0.000352089031366631
-2.28703856468201,-0.000361823505954817
-2.29199814796448,-0.000371691363397986
-2.29697442054749,-0.000381547288270667
-2.30193257331848,-0.000391590729122981
-2.30693745613098,-0.000401685916585848
-2.31199383735657,-0.000411873828852549
-2.31699538230896,-0.000421830220147967
-2.32185482978821,-0.000431795779149979
-2.32699275016785,-0.000441748299635947
-2.33201313018799,-0.000451645173598081
-2.33695197105408,-0.000461386429378763
-2.3419234752655,-0.000470739119919017
-2.34695553779602,-0.000479601818369702
-2.35199689865112,-0.000488285673782229
-2.35696721076965,-0.000496589753311127
-2.36194705963135,-0.000504337600432336
-2.36697387695313,-0.000512237893417478
-2.37191462516785,-0.00051961891585961
-2.37695503234863,-0.000526538642589003
-2.38197135925293,-0.000533459067810327
-2.38696384429932,-0.000540307024493814
-2.39195513725281,-0.000547053175978363
-2.39695000648499,-0.000553453923203051
-2.40187501907349,-0.000560093321837485
-2.4069390296936,-0.000566878588870168
-2.41197371482849,-0.000573394820094109
-2.41692066192627,-0.000580124149564654
-2.42194104194641,-0.000586866168305278
-2.42692255973816,-0.000593696546275169
-2.43196964263916,-0.000600669649429619
-2.43693137168884,-0.000607645837590098
-2.44192504882813,-0.000615012715570629
-2.4469006061554,-0.000622440362349153
-2.45195531845093,-0.000630195718258619
-2.45693516731262,-0.000637702585663646
-2.46193838119507,-0.000645475287456065
-2.46690344810486,-0.000653340364806354
-2.47192287445068,-0.000661864469293505
-2.47688150405884,-0.000670058187097311
-2.48186182975769,-0.000678356445860118
-2.48695373535156,-0.000686971587128937
-2.49192333221436,-0.000695897848345339
-2.49693298339844,-0.000704787904396653
-2.50189065933228,-0.000713716144673526
-2.50688195228577,-0.000722791999578476
-2.51190590858459,-0.00073220778722316
-2.5168571472168,-0.000741606112569571
-2.52188181877136,-0.000751227140426636
-2.5268886089325,-0.000760757480747998
-2.53191256523132,-0.000771145801991224
-2.53689026832581,-0.000781453447416425
-2.54191327095032,-0.000791590020526201
-2.54684448242188,-0.000802106340415776
-2.5518958568573,-0.000812783371657133
-2.55689859390259,-0.000823354057502002
-2.56186699867249,-0.00083434849511832
-2.56699967384338,-0.000845714355818927
-2.57200169563293,-0.000857115024700761
-2.57695484161377,-0.000868097355123609
-2.58191514015198,-0.000879097555298358
-2.58690786361694,-0.000891049625352025
-2.59190154075623,-0.000903240113984793
-2.5969443321228,-0.000914501142688096
-2.60189151763916,-0.000925749656744301
-2.60692739486694,-0.000938606332056224
-2.61195874214172,-0.00095131661510095
-2.61690282821655,-0.000964438950177282
-2.62191271781921,-0.000976157432887703
-2.62693333625793,-0.000988301238976419
-2.63194608688354,-0.00100187945645303
-2.63691520690918,-0.00101340108085424
-2.64189910888672,-0.00102529616560787
-2.64693737030029,-0.00103636982385069
-2.65193247795105,-0.00104906165506691
-2.65696835517883,-0.0010613773483783
-2.66192770004272,-0.00107443355955184
-2.66689872741699,-0.00108750455547124
-2.67190647125244,-0.00110051117371768
-2.67687559127808,-0.0011136734392494
-2.68185353279114,-0.00112755701411515
-2.68692278862,-0.00114226411096752
-2.69193172454834,-0.00115458422806114
-2.6968514919281,-0.00116831518243998
-2.7018883228302,-0.00118286511860788
-2.70686602592468,-0.00119688780978322
-2.71193528175354,-0.00121183600276709
-2.71682119369507,-0.00122567091602832
-2.72185969352722,-0.00123994355089962
-2.72694540023804,-0.00125787034630775
-2.73193764686584,-0.00127438094932586
-2.73690462112427,-0.0012895290274173
-2.7418897151947,-0.00130495557095855
-2.74688124656677,-0.00132113660220057
-2.75191235542297,-0.00133883382659405
-2.75688672065735,-0.00135410309303552
-2.76187920570374,-0.00137088226620108
-2.76690292358398,-0.00138672871980816
-2.77189636230469,-0.00140481919515878
-2.77687740325928,-0.00142572866752744
-2.78186631202698,-0.00144406582694501
-2.78684997558594,-0.00146028283052146
-2.79188847541809,-0.00147873884998262
-2.79688549041748,-0.00149929767940193
-2.80181694030762,-0.0015185110969469
-2.80685925483704,-0.00153833348304033
-2.81187796592712,-0.00155599322170019
-2.81684708595276,-0.00157639523968101
-2.82183432579041,-0.00159509549848735
-2.82683086395264,-0.00161603710148484
-2.83187580108643,-0.00163969409186393
-2.83684372901917,-0.00165781087707728
-2.84184670448303,-0.00167642452288419
-2.84684729576111,-0.0016979849897325
-2.85185432434082,-0.00172353466041386
-2.85684490203857,-0.00174558523576707
-2.86184501647949,-0.00176772754639387
-2.86683750152588,-0.00179229478817433
-2.87186360359192,-0.00181785644963384
-2.87683010101318,-0.00184230494778603
-2.88179469108582,-0.00186636217404157
-2.88687086105347,-0.00189438427332789
-2.89188766479492,-0.00192213570699096
