Potential (V),Current (A)
-1.79975044727325,-0.0000768767495173961
-1.80210912227631,-0.0000776736269472167
-1.80716216564178,-0.0000791442071204074
-1.81216466426849,-0.0000805206436780281
-1.81712961196899,-0.0000821175781311467
-1.82210886478424,-0.0000837337938719429
-1.82712137699127,-0.0000854135796544142
-1.83217942714691,-0.0000869859140948392
-1.8371285200119,-0.0000886847265064716
-1.84207248687744,-0.0000905549895833246
-1.84710454940796,-0.0000924481137190014
-1.85214686393738,-0.0000945164574659429
-1.85714721679688,-0.0000965700310189277
-1.86208283901215,-0.0000984917860478163
-1.86708426475525,-0.000100755925814155
-1.87215209007263,-0.000102998805232346
-1.87709891796112,-0.00010509388812352
-1.8820720911026,-0.000107573425339069
-1.88710725307465,-0.000110038308775984
-1.8920773267746,-0.000112656460260041
-1.89709258079529,-0.000115185110189486
-1.90209746360779,-0.000117862022307236
-1.9071124792099,-0.000120962664368562
-1.91212213039398,-0.000123526144307107
-1.91705453395844,-0.00012670319119934
-1.92204201221466,-0.000129691063193604
-1.92709529399872,-0.000132695597130805
-1.9321266412735,-0.000136173955979757
-1.93709278106689,-0.000139405456138775
-1.94205713272095,-0.000142675300594419
-1.94708752632141,-0.00014621987065766
-1.95212411880493,-0.000149858213262632
-1.95706009864807,-0.000153611807036214
-1.96203601360321,-0.000157328628120013
-1.96708273887634,-0.000161274307174608
-1.97209787368774,-0.000165401492267847
-1.97707164287567,-0.000169352846569382
-1.98206830024719,-0.000173494772752747
-1.98704600334167,-0.000177808411535807
-1.99206209182739,-0.000182135176146403
-1.99701452255249,-0.000186750548891723
-2.00202226638794,-0.000191401981282979
-2.00707864761353,-0.000196153516299091
-2.01203036308289,-0.000201014801859856
-2.01704406738281,-0.000206261101993732
-2.0220353603363,-0.000211743143154308
-2.02705073356628,-0.000216954373172484
-2.03204298019409,-0.000222630609641783
-2.03705596923828,-0.000228736971621402
-2.04198265075684,-0.000234918392379768
-2.04699420928955,-0.000241456567891873
-2.05199480056763,-0.00024832968483679
-2.05697584152222,-0.000255846738582477
-2.06200361251831,-0.000264217000221834
-2.06700897216797,-0.000272938108537346
-2.0720055103302,-0.000282275112112984
-2.07700371742249,-0.000292410724796355
-2.08200621604919,-0.000303503766190261
-2.08705234527588,-0.000315751502057537
-2.09206128120422,-0.000328467693179846
-2.09699535369873,-0.000342366052791476
-2.1019766330719,-0.00035708662471734
-2.10704016685486,-0.000372639711713418
-2.11199688911438,-0.000388919899705797
-2.11701321601868,-0.000405449012760073
-2.12198758125305,-0.00042258674511686
-2.12698292732239,-0.000439927476691082
-2.13202595710754,-0.000457145710242912
-2.13696908950806,-0.00047472256119363
-2.1419792175293,-0.000492038961965591
-2.1469841003418,-0.00050903286319226
-2.15202498435974,-0.000525865936651826
-2.15695810317993,-0.000542638474144042
-2.16191530227661,-0.000559246051125228
-2.16698145866394,-0.000575960031710565
-2.17197585105896,-0.000592740951105952
-2.17701125144959,-0.000609174137935042
-2.18200206756592,-0.000625845161266625
-2.18698740005493,-0.000642019847873598
-2.19202184677124,-0.00065859843743965
-2.19696235656738,-0.000674694660119712
-2.20196104049683,-0.000691202410962433
-2.20698976516724,-0.000707842293195426
-2.21195006370544,-0.000724568963050842
-2.21699738502502,-0.00074084271909669
-2.22196626663208,-0.000757452566176653
-2.22698211669922,-0.000774052052292973
-2.23202085494995,-0.000790894962847233
-2.23699998855591,-0.000807100615929812
-2.24191284179688,-0.00082364008994773
-2.24700450897217,-0.000839250162243843
-2.25200176239014,-0.0008559858542867
-2.25700688362122,-0.000871984579134732
-2.26198029518127,-0.000888378475792706
-2.26698589324951,-0.000904993445146829
-2.2719566822052,-0.000921479426324368
-2.27694845199585,-0.000937208300456405
-2.28192830085754,-0.000953571288846433
-2.2869713306427,-0.000970123743172735
-2.29197669029236,-0.000987334293313324
-2.29700899124146,-0.00100318237673491
-2.30189061164856,-0.00101493648253381
-2.30696511268616,-0.00103422987740487
-2.3119752407074,-0.00105113629251719
-2.31696462631226,-0.00106781430076808
-2.32190442085266,-0.00108427426312119
-2.3269829750061,-0.00110079324804246
-2.33195853233337,-0.00111790536902845
-2.3369345664978,-0.00113505776971579
-2.34194302558899,-0.00115195440594107
-2.34690356254578,-0.00116886617615819
-2.35195827484131,-0.00118583627045155
-2.35695552825928,-0.00120251078624278
-2.36191177368164,-0.00121943338308483
-2.36689901351929,-0.00123570347204804
-2.37189078330994,-0.00125221931375563
-2.37691807746887,-0.00126741186250001
-2.38190269470215,-0.00128202233463526
-2.38693165779114,-0.00129645271226764
-2.39193987846375,-0.00131040497217327
-2.39693260192871,-0.00132306455634534
-2.40190386772156,-0.00133556651417166
-2.40695428848267,-0.00134755426552147
-2.41190433502197,-0.00135791930370033
-2.41692972183228,-0.0013675499940291
-2.42189383506775,-0.00137708534020931
-2.42690563201904,-0.00138611625880003
-2.43192982673645,-0.00139583798591048
-2.43691635131836,-0.00140498124528676
-2.44190096855164,-0.00141645490657538
-2.44686913490295,-0.00142505893018097
-2.45190572738647,-0.00143277121242136
-2.45693778991699,-0.00143987801857293
-2.46196746826172,-0.0014493108028546
-2.4668653011322,-0.00145590910688043
-2.47193193435669,-0.0014636063715443
-2.47689461708069,-0.00147065694909543
-2.48185563087463,-0.0014786075334996
-2.48693227767944,-0.00148629245813936
-2.49191236495972,-0.00149461452383548
-2.49688911437988,-0.00150213530287147
-2.50191640853882,-0.00150976574514061
-2.50688028335571,-0.00153011502698064
-2.51185774803162,-0.00154248741455376
-2.5168559551239,-0.00154725403990597
-2.52183389663696,-0.00155649578664452
-2.52686905860901,-0.00156395742669702
-2.53194665908813,-0.00157216051593423
-2.53689432144165,-0.00158159679267555
-2.54190349578857,-0.0015986324287951
-2.54683041572571,-0.00160598487127572
-2.55190181732178,-0.00161433755420148
-2.5568962097168,-0.00162441655993462
-2.56195306777954,-0.00163354480173439
-2.56694507598877,-0.00164704967755824
-2.57195091247559,-0.00165618013124913
-2.57695722579956,-0.00166416447609663
-2.5818784236908,-0.00168000196572393
-2.58690309524536,-0.00168858317192644
-2.59195327758789,-0.00170025043189526
-2.59689903259277,-0.00171138637233526
-2.60189414024353,-0.00172486167866737
-2.60692405700684,-0.00173442088998854
-2.6119749546051,-0.00175374594982713
-2.6169228553772,-0.00176856538746506
-2.62191271781921,-0.0017809922574088
-2.62689161300659,-0.0017887509893626
-2.63192248344421,-0.00180370302405208
-2.63687920570374,-0.00181544059887528
-2.64185285568237,-0.00182708585634828
-2.64690494537354,-0.00183918012771755
-2.65191578865051,-0.00185368757229298
-2.65695667266846,-0.00187244988046587
-2.66186547279358,-0.00188492308370769
-2.66689443588257,-0.00190006871707737
-2.67187428474426,-0.00191294611431658
-2.67685985565186,-0.00192931899800897
-2.68182325363159,-0.00194494414608926
-2.68688368797302,-0.00196635723114014
-2.69195914268494,-0.00198190519586205
-2.69688081741333,-0.0019989104475826
